ACC_NUCCORE	query	distance	pvalue	shared_hashes	recid	Topology_NUCCORE	CreateDate_NUCCORE	Location_BIOSAMPLE	loc_parsed	loc_lat	loc_lng	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	plasmidfinder	pmlst	Length_NUCCORE	GC_NUCCORE	taxon_name	taxon_species_name	taxon_genus_name	taxon_family_name	taxon_order_name	taxon_class_name	taxon_phylum_name	taxon_superkingdom_name	D1	D2
NZ_CP038457.1	edge_3343	0.0125405	0	624	69	circular	2019-05-08	Japan: Tokyo	Japan,Tokyo	34.69686420000001	139.4049033		Homosapiens	Sputum	IncM1_1, U27345		58586	51.940736694773506	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9890318999999999	7.819877
NZ_CP032896.1	edge_3591	0.0126347	0	622	70	circular	2018-10-21	China: Sichuan, Chengdu	China,Sichuan,Chengdu	30.6765553	104.0612783		Homo sapiens	Pure Culture	IncQ2_1, FJ696404		9639	56.99761386035896	Enterobacter kobei	Enterobacter kobei (208224)	Enterobacter (547)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.05012924	-5.0360427
NZ_CP048418.1	edge_3343	0.0126819	0	621	71	circular	2020-05-19	Brazil: Sao Paulo	Brazil,Sao Paulo	-21.95498060000001	-49.0232348	rectal swab	Homo sapiens	Pure culture one microbial species	IncM2_1, AF550415		56468	51.747892611744696	Citrobacter freundii	Citrobacter freundii (546)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.0609171	7.6918820000000006
AP019710.1	edge_4422	0.0127767	0	619	72	circular	2019-09-19	Japan	Japan	36.5748441	139.2394179		Homo sapiens				48572	44.36094869472124	Escherichia coli O145:H28	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29183856	11.219737
MT193824.1	edge_3343	0.0128243	0	618	73	circular	2020-04-18								IncM1_1, U27345		63627	51.36812988196834	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9678881999999998	7.833046400000001
MT230137.1	edge_242	0.012919799999999999	0	616	74	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					972	34.25925925925926	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.4567451	-0.36766517
NZ_CP050719.1	edge_2366	0.013257299999999998	0	609	75	circular	2020-04-08	China:Shanghai		31.23	121.47	Diarrheal patient	Homo sapiens		IncQ1_1, M28829		7264	61.38491189427313	Salmonella enterica subsp. enterica serovar Enteritidis	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1597625	-4.294554
NZ_CP020497.1	edge_4422	0.0134036	0	606	76	circular	2019-04-04	USA:Boston	USA,Boston	42.3602534	-71.0582912	urine	Homo sapiens				48172	44.23108859918625	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.2943885	11.223192
NZ_CP020518.1	edge_4422	0.0134036	0	606	77	circular	2019-08-25	USA:Boston	USA,Boston	42.3602534	-71.0582912	urine	Homo sapiens				48175	44.232485729112604	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.2934275	11.222819
NZ_CP026497.1	edge_3343	0.013649600000000001	0	601	78	circular	2018-05-03	Iran		35.6892	51.388999999999996	urine	Homo sapiens		IncM1_1, U27345		55141	51.23229538818664	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.0956626	7.597242
NZ_CP040071.1	edge_2366	0.013848500000000001	0	597	79	circular	2019-06-25	USA: Alaska, Anchorage mudflats	USA,Alaska,Anchorage mudflats	61.1083688	-150.0006875	feces		pure culture	IncQ1_1, M28829		7406	56.845800702133396	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1507522	-4.289544
NZ_CP050846.1	edge_3343	0.013848500000000001	0	597	80	circular	2020-04-09	China: Heilongjiang		47.6	126.08	milk			IncM1_1, U27345		57277	51.62805314524154	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9433653000000002	7.3801255
MT230227.1	edge_3963	0.014049200000000001	0	593	81	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					3195	53.11424100156494	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3411833	-0.91264105
NZ_KP205272.1	edge_2366	0.0140996	0	592	82	circular	2020-06-03								IncQ1_1, M28829		6925	60.678700361010826	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1512783000000002	-4.283119999999999
NZ_CP019050.1	edge_3365	0.014200899999999999	0	590	83	circular	2017-06-05	China: Shanghai		31.12	121.27	sputum	Homo sapiens		IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	111083	49.006598669463365	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.061746000000001	2.0316505
NZ_CP023368.1	edge_4422	0.014200899999999999	0	590	84	circular	2017-09-20	United Kingdom: Scotland, Edinburgh	United Kingdom,Scotland,Edinburgh	55.9496416	-3.1902352	missing	canine	whole organism			48774	44.519621109607584	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29470512	11.223865
NC_019990.1	edge_278	0.0146108	0	582	85	circular	2012-12-31								Col(pHAD28)_1, KU674895		5844	54.123887748117724	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.3714937999999997	-0.38216516
NZ_CP031119.1	edge_2366	0.0146108	0	582	86	circular	2018-08-09	China: Sichuan, Chengdu	China,Sichuan,Chengdu	30.6765553	104.0612783		Homo sapiens	Culture	IncQ1_1, M28829		7592	59.08851422550054	Providencia sp. WCHPHu000369	Providencia sp. WCHPHu000369 (2027290)	Providencia (586)	Morganellaceae (1903414)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1761017	-4.243539299999999
KU159086.1	edge_3343	0.0146108	0	582	87	circular	2016-03-15								IncM2_1, AF550415		66284	51.1480900368113	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.264663	7.6812534
NZ_LT985302.1	edge_4422	0.0146108	0	582	88	circular	2018-03-15										47789	44.46211471259076	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29291573	11.222274
NC_011641.1	edge_3343	0.014923400000000002	0	576	89	circular	2008-12-09								IncM2_1, AF550415		68018	51.41139110235526	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.2677402	7.676217599999999
NZ_CP012427.1	edge_3365	0.014923400000000002	0	576	90	circular	2016-10-30	Singapore		1.2951	103.7828	hospital	Homo sapiens		IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	126466	49.2480192304651	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.045126	2.0255861
NZ_CP024491.1	edge_2565	0.014975899999999999	0	575	91	circular	2017-11-09								Col440I_1, CP023920		6657	53.237193931200245	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.7687774	0.0625577
NZ_MH624130.1	edge_4196	0.0150285	0	574	92	circular	2020-06-03								IncP6_1, JF785550|IncQ2_1, FJ696404		53205	58.01710365567146	Aeromonas taiwanensis	Aeromonas taiwanensis (633417)	Aeromonas (642)	Aeromonadaceae (84642)	Aeromonadales (135624)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.78088987	-5.551318
MK050973.1	edge_4196	0.0150285	0	574	93	circular	2019-01-16								IncP6_1, JF785550		31445	57.57354110351408	Citrobacter freundii	Citrobacter freundii (546)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.7543695	-5.4646349999999995
CP044030.1	edge_3365	0.015081299999999999	0	573	94	circular	2019-09-25	China		22.54	114.08	blood	Homo sapiens		IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	105728	49.1061970338983	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.09223	2.0266178
CP052472.1	edge_3343	0.0151342	0	572	95	circular	2020-05-04	South Korea: Gangwon		37.82	128.16	blood	Homo sapiens		IncL_1, JN626286		58581	51.81543503866441	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.0053494	7.777328999999999
NZ_CP015073.1	edge_4466	0.015187200000000001	0	571	96	circular	2016-04-12	United Arab Emirates: Dubai		25.28	55.3	missing	Homo sapiens				37000	61.7	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.8018787	-5.098804
AP018710.1	edge_4466	0.0152404	0	570	97	circular	2018-10-16										35552	61.76023852385239	uncultured bacterium	uncultured bacterium (77133)						Bacteria (2)	-1.8133373	-5.095077
NZ_CP026770.1	edge_305	0.015293600000000001	0	569	98	linear	2019-04-02	missing				missing	missing		IncB/O/K/Z_2, GU256641		71925	52.960722975321524	Shigella flexneri Y	Shigella flexneri (623)	Shigella (620)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.6745389999999998	-8.119849
CP025877.1	edge_4422	0.015293600000000001	0	569	99	circular	2018-12-19	India		20.5937	78.9629	stool	Homo sapiens				49417	44.513021834591335	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29390562	11.222918
NZ_CP010245.1	edge_2366	0.015347	0	568	100	circular	2016-12-20	missing							IncQ1_1, M28829		7618	62.87739564190076	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1417195	-4.2664895
CP052264.1	edge_3365	0.015347	0	568	101	circular	2020-05-04	South Korea: Jeonnam		34.87	126.99	blood	Homo sapiens		IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	110470	49.072146284059016	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	8.966615	1.9483278000000002
NZ_CP024154.1	edge_305	0.0154006	0	567	102	circular	2018-01-11	China	China	34.4118455	86.0326902	clinical patient		single cell	IncB/O/K/Z_1, CU928147		84404	53.11122695606844	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.6792119	-8.131996000000001
NZ_CP053239.1	edge_2366	0.0154542	0	566	103	linear	2020-05-15	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism	IncQ1_1, M28829		7618	62.87739564190076	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1538594	-4.282511
NZ_CP014298.1	edge_3343	0.015508000000000001	0	565	104	circular	2017-04-10	Not collected				Not collected	Homo sapiens		IncM2_1, AF550415		70438	51.54746017774497	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.2937990000000004	7.665145
NZ_CP024865.1	edge_4422	0.015508000000000001	0	565	105	circular	2017-11-22	missing				missing	missing				48511	44.71769289439509	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.33067375	11.259667
NZ_CP042622.1	edge_4422	0.015508000000000001	0	565	106	circular	2019-10-09	Taiwan	Taiwan	23.5982979	120.83536310000001	missing	Sus scrofa domesticus				46850	44.49306296691569	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.2958995	11.225204
CP054459.1	edge_305	0.015616	0	563	107	not-set	2020-06-14	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism	IncB/O/K/Z_1, CU928147		83055	53.320089097585935	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.6754252999999997	-8.120928999999999
NZ_CP029801.1	edge_4370	0.0157245	0	561	108	circular	2018-06-19	Taiwan		24.94	121.2	pus	Homo sapiens				34063	48.703872236737816	Salmonella enterica subsp. enterica serovar Anatum	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.04285554	-6.019293299999999
NZ_CP028194.1	edge_4422	0.0157245	0	561	109	circular	2018-04-04	Denmark	Denmark	56.209795400000004	9.3000769	tissue and/or biological fluid (swine)					48684	44.41089474981513	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29276162	11.217247
MN961673.1	edge_3977	0.0157789	0	560	110	circular	2020-04-18										71463	58.84303765584988	Pseudomonas aeruginosa	Pseudomonas aeruginosa (287)	Pseudomonas (286)	Pseudomonadaceae (135621)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.0263811	-5.6064997000000005
NZ_CP009073.1	edge_4422	0.015943000000000002	0	557	111	circular	2015-01-21	USA: Seattle, Washington	USA,Seattle,Washington	47.65432379999999	-122.30800890000002	human		missing			48488	44.3594291371061	Escherichia coli ATCC 25922	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.2940507	11.223279
NZ_CP028544.1	edge_3365	0.0160531	0	555	112	circular	2018-04-05	China: Zigong, Sichuan	China,Zigong,Sichuan	29.3414622	104.7650863		Homo sapiens	Culture	IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	110562	48.886597565167065	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.048432	2.0250988000000003
NZ_CP031322.1	edge_3343	0.0162193	0	552	113	circular	2018-08-08	United Kingdom	United Kingdom	54.70235450000001	-3.2765752999999997	rectal swab	Homo sapiens		IncM2_1, AF550415		75645	52.54147663427854	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.2792695	7.680172
NZ_CP026134.1	edge_3365	0.0162193	0	552	114	circular	2019-02-01	China: Fujian Province		26.093926	119.313185	sputum	Homo sapiens		IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	112465	49.04636998177211	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.066957	2.0439913
NZ_MK088173.1	edge_305	0.0162749	0	551	115	circular	2020-06-04								IncB/O/K/Z_2, GU256641		84157	53.24453105505186	Salmonella enterica subsp. enterica	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.6849722999999996	-8.124637
NZ_LR130559.1	edge_4422	0.0162749	0	551	116	linear	2019-01-10					blood					47288	44.59059380815429	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29405640000000005	11.223442
NZ_CP026150.1	edge_3365	0.0163307	0	550	117	circular	2019-02-01	China: Fujian Province		26.093926	119.313185	blood	Homo sapiens		IncFIB(pKPHS1)_1, CP003223	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	112458	49.04586601220011	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.054432	2.0212069
NZ_CP029720.1	edge_3343	0.016386599999999998	0	549	118	circular	2018-06-16	missing				missing	missing		IncM1_1, U27345		65672	52.30082835911804	Enterobacter cloacae	Enterobacter cloacae (550)	Enterobacter (547)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9372429	7.3609333
NZ_CP032170.1	edge_3343	0.016386599999999998	0	549	119	circular	2018-09-19	missing				missing	missing		IncM1_1, U27345		65672	52.30082835911804	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9371003	7.394786
LC556219.1	edge_3343	0.016386599999999998	0	549	120	circular	2020-06-13								IncM2_1, AF550415		74041	51.92123283045879	Enterobacter cloacae	Enterobacter cloacae (550)	Enterobacter (547)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.2903797999999997	7.659573
NZ_CP053252.1	edge_4422	0.016386599999999998	0	549	121	linear	2020-05-19	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism			47276	44.58075979355275	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29510838	11.223649
CP053252.2	edge_4422	0.016386599999999998	0	549	122	circular	2020-05-14	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism			47295	44.588222856538756	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.29366514	11.222961999999999
NZ_CP011626.1	edge_278	0.0164427	0	548	123	circular	2015-06-18	USA:Virginia		38.14	-78.45	Perirectal	Homo sapiens				6538	51.80483328234935	Klebsiella oxytoca	Klebsiella oxytoca (571)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.3847072	-0.37741825
