Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Enterobacter oligotrophica","Bacteria;Proteobacteria;Gammaproteobacteria","CCA6","SAMD00143594","PRJDB7530","GCA_009176645.1","Complete",4.47659,54.3,"chromosome:NZ_AP019007.1/AP019007.1",,1,4092,"2019-03-18T23:20:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/176/645/GCA_009176645.1_ASM917664v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/645/GCF_009176645.1_ASM917664v1"
"Blochmannia endosymbiont of Camponotus nipponensis","Bacteria;Proteobacteria;Gammaproteobacteria","CNIEBac","SAMN13439371","PRJNA592763","GCA_009827135.1","Complete",0.788522,29,"chromosome:NZ_CP046534.1/CP046534.1",,1,598,"2020-01-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/827/135/GCA_009827135.1_ASM982713v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/827/135/GCF_009827135.1_ASM982713v1"
"Enterobacteriaceae bacterium A-F18","Bacteria;Proteobacteria;Gammaproteobacteria","A-F18","SAMN07783772","PRJNA414258","GCA_011064805.1","Complete",5.85971,53.0389,"chromosome:NZ_CP025982.1/CP025982.1; plasmid pAF18_1:NZ_CP025983.1/CP025983.1; plasmid pAF18_2:NZ_CP025984.1/CP025984.1",,3,5227,"2020-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/805/GCA_011064805.1_ASM1106480v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/805/GCF_011064805.1_ASM1106480v1"
"Enterobacteriaceae endosymbiont of Plateumaris pusilla","Bacteria;Proteobacteria;Gammaproteobacteria","PpusSym","SAMN13256168","PRJNA587602","GCA_012562765.1","Complete",0.519975,20.302,"chromosome:NZ_CP046226.1/CP046226.1; plasmid unnamed:NZ_CP046227.1/CP046227.1",,2,448,"2020-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/562/765/GCA_012562765.1_ASM1256276v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/562/765/GCF_012562765.1_ASM1256276v1"
"Enterobacteriaceae endosymbiont of Macroplea mutica","Bacteria;Proteobacteria;Gammaproteobacteria","MmutSym","SAMN13256172","PRJNA587602","GCA_012571345.1","Complete",0.474063,23.292,"chromosome:NZ_CP046218.1/CP046218.1; plasmid unnamed:NZ_CP046219.1/CP046219.1",,2,412,"2020-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/571/345/GCA_012571345.1_ASM1257134v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/571/345/GCF_012571345.1_ASM1257134v1"
"Enterobacteriaceae bacterium Kacie_13","Bacteria;Proteobacteria;Gammaproteobacteria","Kacie_13","SAMN13111521","PRJNA579425","GCA_013457415.1","Complete",5.31601,52.4864,"chromosome:CP045665.1; plasmid unnamed1:CP045666.1; plasmid unnamed2:CP045667.1; plasmid unnamed3:CP045668.1; plasmid unnamed4:CP045669.1",,5,4668,"2020-07-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/457/415/GCA_013457415.1_ASM1345741v1",
"Cedecea lapagei","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC11466","SAMEA3282964","PRJEB6403","GCA_900635955.1","Complete",4.77844,54.8,"chromosome 1:NZ_LR134201.1/LR134201.1",,1,4265,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/955/GCA_900635955.1_36672_A01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/955/GCF_900635955.1_36672_A01"
"Citrobacter portucalensis","Bacteria;Proteobacteria;Gammaproteobacteria","P10159","SAMN03996567","PRJNA293024","GCA_001281005.1","Complete",5.08032,51.7,"chromosome:NZ_CP012554.1/CP012554.1",,1,4619,"2015-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/005/GCA_001281005.1_ASM128100v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/005/GCF_001281005.1_ASM128100v1"
"Kosakonia sp. CCTCC M2018092","Bacteria;Proteobacteria;Gammaproteobacteria","CCTCC M2018092","SAMN10474190","PRJNA506809","GCA_003864115.1","Complete",4.78948,56.1,"chromosome:NZ_CP034225.1/CP034225.1",,1,4301,"2018-12-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/864/115/GCA_003864115.1_ASM386411v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/864/115/GCF_003864115.1_ASM386411v1"
"Citrobacter pasteurii","Bacteria;Proteobacteria;Gammaproteobacteria","UMH17","SAMN07729549","PRJNA412823","GCA_003665575.1","Complete",4.65487,51.9,"chromosome:NZ_CP024676.1/CP024676.1",,1,4227,"2018-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/575/GCA_003665575.1_ASM366557v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/575/GCF_003665575.1_ASM366557v1"
"Leclercia sp. 119287","Bacteria;Proteobacteria;Gammaproteobacteria","119287","SAMN13394079","PRJNA591972","GCA_009734485.1","Complete",4.87387,56.2,"chromosome:NZ_CP046445.1/CP046445.1",,1,4481,"2019-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/485/GCA_009734485.1_ASM973448v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/485/GCF_009734485.1_ASM973448v1"
"Citrobacter braakii","Bacteria;Proteobacteria;Gammaproteobacteria","MiY-A","SAMN10574724","PRJNA541977","GCA_009648935.1","Complete",4.91749,52,"chromosome:NZ_CP045771.1/CP045771.1",,1,4483,"2019-11-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/935/GCA_009648935.1_ASM964893v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/935/GCF_009648935.1_ASM964893v1"
"[Enterobacter] lignolyticus SCF1","Bacteria;Proteobacteria;Gammaproteobacteria","SCF1","SAMN00116754","PRJNA53533","GCA_000164865.1","Complete",4.81405,57,"chromosome:NC_014618.1/CP002272.1",,1,4389,"2010-10-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/865/GCA_000164865.1_ASM16486v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/865/GCF_000164865.1_ASM16486v1"
"Citrobacter werkmanii","Bacteria;Proteobacteria;Gammaproteobacteria","UMH18","SAMN07729550","PRJNA412823","GCA_003665555.1","Complete",5.06205,52.2,"chromosome:NZ_CP024675.1/CP024675.1",,1,4597,"2018-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/555/GCA_003665555.1_ASM366555v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/555/GCF_003665555.1_ASM366555v1"
"Candidatus Moranella endobia PCVAL","Bacteria;Proteobacteria;Gammaproteobacteria","PCVAL","SAMN02603332","PRJNA175680","GCA_000364725.1","Complete",0.538203,43.5,"chromosome:NC_021057.1/CP003881.1",,1,412,"2013-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/725/GCA_000364725.1_ASM36472v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/725/GCF_000364725.1_ASM36472v1"
"Citrobacter youngae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC13709","SAMEA103980411","PRJEB6403","GCA_900638065.1","Complete",4.86735,51.8,"chromosome 1:NZ_LR134485.1/LR134485.1",,1,4335,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/065/GCA_900638065.1_55685_A01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/065/GCF_900638065.1_55685_A01"
"Shigella sonnei","Bacteria;Proteobacteria;Gammaproteobacteria","SE6-1","SAMN15244675","PRJNA639662","GCA_013374815.1","Complete",4.76277,50.7,"chromosome:NZ_CP055292.1/CP055292.1",,1,4321,"2020-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/815/GCA_013374815.1_ASM1337481v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/374/815/GCF_013374815.1_ASM1337481v1"
"Shigella boydii","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 35964","SAMN01916925","PRJNA218110","GCA_002950035.1","Complete",5.29559,50.6183,"chromosome:NZ_CP026877.1/CP026877.1; plasmid unnamed:NZ_CP026876.1/CP026876.1",,2,4129,"2018-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/035/GCA_002950035.1_ASM295003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/035/GCF_002950035.1_ASM295003v1"
"Citrobacter youngae","Bacteria;Proteobacteria;Gammaproteobacteria","L6","SAMN07206908","PRJNA390214","GCA_003255895.1","Complete",4.94516,51.9,"chromosome:NZ_CP021963.1/CP021963.1",,1,4493,"2018-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/895/GCA_003255895.1_ASM325589v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/255/895/GCF_003255895.1_ASM325589v1"
"Citrobacter freundii complex sp. CFNIH3","Bacteria;Proteobacteria;Gammaproteobacteria","CFNIH3","SAMN03455982","PRJNA430813","GCA_002903215.1","Complete",5.63484,51.8635,"chromosome:NZ_CP026235.1/CP026235.1; plasmid pCFR-9161:NZ_CP026237.1/CP026237.1; plasmid pKPC-59e4:NZ_CP026236.1/CP026236.1",,3,5070,"2018-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/215/GCA_002903215.1_ASM290321v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/215/GCF_002903215.1_ASM290321v1"
"Citrobacter braakii","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_290","SAMN06173303","PRJNA231221","GCA_002208845.2","Complete",4.83477,52.2,"chromosome:NZ_CP022049.2/CP022049.2",,1,4446,"2017-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/845/GCA_002208845.2_ASM220884v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/845/GCF_002208845.2_ASM220884v2"
"Leclercia sp. 1106151","Bacteria;Proteobacteria;Gammaproteobacteria","1106151","SAMN13394552","PRJNA591978","GCA_009740165.1","Complete",4.8509,56.1,"chromosome:NZ_CP046557.1/CP046557.1",,1,4432,"2019-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/165/GCA_009740165.1_ASM974016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/165/GCF_009740165.1_ASM974016v1"
"Kluyvera georgiana","Bacteria;Proteobacteria;Gammaproteobacteria","YDC799","SAMN07267279","PRJNA391375","GCA_002211745.1","Complete",5.00614,55,"chromosome:CP022114.1",,1,2237,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/745/GCA_002211745.1_ASM221174v1",
"Enterobacter cloacae complex sp.","Bacteria;Proteobacteria;Gammaproteobacteria","N13-01531","SAMN11031503","PRJNA511479","GCA_004355165.1","Complete",4.59003,55.7,"chromosome:NZ_CP037919.1/CP037919.1",,1,4185,"2019-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/165/GCA_004355165.1_ASM435516v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/165/GCF_004355165.1_ASM435516v1"
"Salmonella sp. SSDFZ69","Bacteria;Proteobacteria;Gammaproteobacteria","SSDFZ69","SAMN10689167","PRJNA512641","GCA_004010755.1","Complete",4.92193,51.889,"chromosome:NZ_CP034831.1/CP034831.1; plasmid pTB601:NZ_CP034832.1/CP034832.1; plasmid pTB602:NZ_CP034833.1/CP034833.1",,3,4493,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/755/GCA_004010755.1_ASM401075v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/755/GCF_004010755.1_ASM401075v1"
"Enterobacter sp. R4-368","Bacteria;Proteobacteria;Gammaproteobacteria","R4-368","SAMN02603907","PRJNA189171","GCA_000410515.1","Complete",5.15503,53.973,"chromosome:NC_021500.1/CP005991.1; plasmid unnamed:NC_021492.1/CP005992.1",,2,4756,"2013-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/515/GCA_000410515.1_ASM41051v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/410/515/GCF_000410515.1_ASM41051v1"
"Klebsiella sp. MPUS7","Bacteria;Proteobacteria;Gammaproteobacteria","MPUS7","SAMN13818259","PRJNA600386","GCA_009905335.1","Complete",5.82363,55.9,"chromosome:NZ_CP047604.1/CP047604.1",,1,5277,"2020-01-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/905/335/GCA_009905335.1_ASM990533v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/905/335/GCF_009905335.1_ASM990533v1"
"Citrobacter werkmanii","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_364","SAMN07312408","PRJNA231221","GCA_002386385.1","Complete",4.8851,52.5,"chromosome:NZ_CP023504.1/CP023504.1",,1,4484,"2017-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/385/GCA_002386385.1_ASM238638v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/385/GCF_002386385.1_ASM238638v1"
"Shigella boydii","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 49812","SAMN08330251","PRJNA218110","GCA_002950135.1","Complete",5.32015,50.5874,"chromosome:NZ_CP026836.1/CP026836.1; plasmid unnamed:NZ_CP026837.1/CP026837.1",,2,4403,"2018-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/135/GCA_002950135.1_ASM295013v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/135/GCF_002950135.1_ASM295013v1"
"Shigella flexneri","Bacteria;Proteobacteria;Gammaproteobacteria","74-1170","SAMN08330276","PRJNA218110","GCA_002950255.1","Complete",4.98483,50.658,"chromosome:NZ_CP026793.1/CP026793.1; plasmid unnamed:NZ_CP026794.1/CP026794.1",,2,4101,"2018-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/255/GCA_002950255.1_ASM295025v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/255/GCF_002950255.1_ASM295025v1"
"Shigella boydii","Bacteria;Proteobacteria;Gammaproteobacteria","59-2708","SAMN08330252","PRJNA218110","GCA_002949495.1","Complete",4.85686,50.7,"chromosome:NZ_CP026846.1/CP026846.1",,1,3810,"2018-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/495/GCA_002949495.1_ASM294949v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/949/495/GCF_002949495.1_ASM294949v1"
"Citrobacter werkmanii","Bacteria;Proteobacteria;Gammaproteobacteria","MGYG-HGUT-02535","SAMEA5852040","PRJEB33885","GCA_902388105.1","Complete",4.8851,52.5,"chromosome 1:NZ_LR699014.1/LR699014.1",,1,4473,"2019-08-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/388/105/GCA_902388105.1_UHGG_MGYG-HGUT-02535","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/388/105/GCF_902388105.1_UHGG_MGYG-HGUT-02535"
"Klebsiella sp. M5al","Bacteria;Proteobacteria;Gammaproteobacteria","M5al","SAMN06219347","PRJNA361010","GCA_002090195.1","Complete",5.80014,55.9,"chromosome:NZ_CP020657.1/CP020657.1",,1,5280,"2017-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/195/GCA_002090195.1_ASM209019v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/195/GCF_002090195.1_ASM209019v1"
"Enterobacter cloacae complex sp. FDA-CDC-AR_0132","Bacteria;Proteobacteria;Gammaproteobacteria","FDA-CDC-AR_0132","SAMN04014973","PRJNA292902","GCA_003010695.1","Complete",4.97144,54.3,"chromosome:NZ_CP027618.1/CP027618.1",,1,4544,"2018-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/010/695/GCA_003010695.1_ASM301069v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/010/695/GCF_003010695.1_ASM301069v1"
"Salmonella sp. HNK130","Bacteria;Proteobacteria;Gammaproteobacteria","HNK130","SAMN13175636","PRJNA587063","GCA_009671145.1","Complete",4.753,50.843,"chromosome:NZ_CP046033.1/CP046033.1; plasmid pTHNK130-2:NZ_CP046032.1/CP046032.1; plasmid unnamed:NZ_CP046034.1/CP046034.1",,3,4315,"2019-11-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/671/145/GCA_009671145.1_ASM967114v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/671/145/GCF_009671145.1_ASM967114v1"
"Raoultella ornithinolytica","Bacteria;Proteobacteria;Gammaproteobacteria","193104922","SAMN13520756","PRJNA594540","GCA_013457615.1","Complete",5.58856,55.7,"chromosome:NZ_CP046671.1/CP046671.1",,1,5093,"2020-07-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/457/615/GCA_013457615.1_ASM1345761v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/457/615/GCF_013457615.1_ASM1345761v1"
"Escherichia marmotae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC8196","SAMEA3446347","PRJEB6403","GCA_900636405.1","Complete",4.85714,50.4,"chromosome 1:NZ_LR134270.1/LR134270.1",,1,4459,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/405/GCA_900636405.1_41767_E01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/405/GCF_900636405.1_41767_E01"
"Leclercia sp. J807","Bacteria;Proteobacteria;Gammaproteobacteria","J807","SAMN13393390","PRJNA591964","GCA_009734465.1","Complete",4.71933,56.1,"chromosome:NZ_CP046446.1/CP046446.1",,1,4318,"2019-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/465/GCA_009734465.1_ASM973446v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/465/GCF_009734465.1_ASM973446v1"
"Enterobacter sp. RHBSTW-00593","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00593","SAMN15148659","PRJNA605147","GCA_013784105.1","Complete",5.01813,54.491,"chromosome:CP056393.1; plasmid pRHBSTW-00593_2:CP056394.1",,2,4667,"2020-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/784/105/GCA_013784105.1_ASM1378410v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/784/105/GCF_013784105.1_ASM1378410v1"
"Klebsiella sp. P1CD1","Bacteria;Proteobacteria;Gammaproteobacteria","P1CD1","SAMN09635156","PRJNA480319","GCA_003790505.1","Complete",5.63365,57.3,"chromosome:NZ_CP033631.1/CP033631.1",,1,5279,"2018-11-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/790/505/GCA_003790505.1_ASM379050v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/790/505/GCF_003790505.1_ASM379050v1"
"Escherichia albertii","Bacteria;Proteobacteria;Gammaproteobacteria","1551-2","SAMN08159313","PRJNA421872","GCA_002895205.1","Complete",4.73088,49.9,"chromosome:NZ_CP025317.1/CP025317.1",,1,4273,"2018-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/205/GCA_002895205.1_ASM289520v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/895/205/GCF_002895205.1_ASM289520v1"
"Shigella flexneri","Bacteria;Proteobacteria;Gammaproteobacteria","2016AM-0877","SAMN10260858","PRJNA218110","GCA_003719775.1","Complete",4.9413,50.6752,"chromosome:NZ_CP033510.1/CP033510.1; plasmid p2016AM-0877:NZ_CP033511.1/CP033511.1",,2,4067,"2018-11-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/775/GCA_003719775.1_ASM371977v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/719/775/GCF_003719775.1_ASM371977v1"
"Shigella boydii","Bacteria;Proteobacteria;Gammaproteobacteria","59-248","SAMN08330253","PRJNA218110","GCA_002949475.1","Complete",4.88722,50.9389,"chromosome:NZ_CP026766.1/CP026766.1; plasmid unnamed:NZ_CP026767.1/CP026767.1",,2,3963,"2018-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/475/GCA_002949475.1_ASM294947v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/949/475/GCF_002949475.1_ASM294947v1"
"Citrobacter freundii complex sp. CFNIH2","Bacteria;Proteobacteria;Gammaproteobacteria","CFNIH2","SAMN03455929","PRJNA279610","GCA_002880615.1","Complete",5.34058,53.593,"chromosome:NZ_CP025757.1/CP025757.1; plasmid pKPC-349c:NZ_CP025758.1/CP025758.1",,2,4845,"2018-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/615/GCA_002880615.1_ASM288061v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/615/GCF_002880615.1_ASM288061v1"
"Raoultella ornithinolytica","Bacteria;Proteobacteria;Gammaproteobacteria","WM1","SAMN14258453","PRJNA609711","GCA_011149255.1","Complete",5.53437,55.8,"chromosome:NZ_CP049752.1/CP049752.1",,1,5031,"2020-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/149/255/GCA_011149255.1_ASM1114925v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/149/255/GCF_011149255.1_ASM1114925v1"
"Citrobacter portucalensis","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC11104","SAMEA3368333","PRJEB6403","GCA_900636015.1","Complete",4.69465,52.1,"chromosome 1:NZ_LR134214.1/LR134214.1",,1,4195,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/015/GCA_900636015.1_38490_A01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/015/GCF_900636015.1_38490_A01"
"Raoultella ornithinolytica","Bacteria;Proteobacteria;Gammaproteobacteria","S12","SAMN03290669","PRJNA273324","GCA_000829965.1","Complete",5.52204,57.5,"chromosome:NZ_CP010557.1/CP010557.1",,1,4987,"2015-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/965/GCA_000829965.1_ASM82996v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/965/GCF_000829965.1_ASM82996v1"
"Enterobacter sp. RHBSTW-00994","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00994","SAMN15148763","PRJNA605147","GCA_013782625.1","Complete",4.88872,51.9,"chromosome:CP056199.1",,1,4474,"2020-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/782/625/GCA_013782625.1_ASM1378262v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/782/625/GCF_013782625.1_ASM1378262v1"
"Escherichia albertii KF1","Bacteria;Proteobacteria;Gammaproteobacteria","KF1","SAMN02641387","PRJNA232181","GCA_000512125.1","Complete",4.70188,49.7,"chromosome:NZ_CP007025.1/CP007025.1",,1,4169,"2013-12-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/125/GCA_000512125.1_ASM51212v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/125/GCF_000512125.1_ASM51212v1"
"Enterobacter sp. CRENT-193","Bacteria;Proteobacteria;Gammaproteobacteria","CRENT-193","SAMN07944244","PRJNA416193","GCA_002787395.1","Complete",5.19664,54.7348,"chromosome:NZ_CP024812.1/CP024812.1; plasmid pCRENT-193_1:NZ_CP024813.1/CP024813.1; plasmid pCRENT-193_2:NZ_CP024814.1/CP024814.1",,3,4830,"2017-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/787/395/GCA_002787395.1_ASM278739v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/787/395/GCF_002787395.1_ASM278739v1"
"Raoultella ornithinolytica","Bacteria;Proteobacteria;Gammaproteobacteria","MG","SAMN05938422","PRJNA350352","GCA_001866535.2","Complete",5.49952,55.9,"chromosome:NZ_CP017802.2/CP017802.2",,1,4998,"2016-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/535/GCA_001866535.2_ASM186653v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/535/GCF_001866535.2_ASM186653v2"
"Escherichia marmotae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC11133","SAMEA4557829","PRJEB6403","GCA_900637015.1","Complete",4.45034,50.5,"chromosome 1:NZ_LR134340.1/LR134340.1",,1,4033,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/015/GCA_900637015.1_46514_C01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/015/GCF_900637015.1_46514_C01"
"Klebsiella grimontii","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9146 substr. serovar casular type 26 substr. serovar casular type 26","SAMEA3492648","PRJEB6403","GCA_901542455.1","Complete",5.76731,55.9,"chromosome 1:NZ_LR594038.1/LR594038.1",,1,5241,"2019-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/542/455/GCA_901542455.1_40345_E01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/542/455/GCF_901542455.1_40345_E01"
"Enterobacter cloacae complex sp. FDA-CDC-AR_0164","Bacteria;Proteobacteria;Gammaproteobacteria","FDA-CDC-AR_0164","SAMN04015005","PRJNA292902","GCA_003071645.1","Complete",4.84979,54.4,"chromosome:NZ_CP028950.1/CP028950.1",,1,4495,"2018-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/071/645/GCA_003071645.1_ASM307164v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/645/GCF_003071645.1_ASM307164v1"
